a_id,a_id,a_name,a_country,a_city,a_prov,a_web
4349,6704,gomel engineering institute ministry emergency situations,belarus,gomel,,http://gii.by/
4350,6705,gonabad university medical sciences,iran,gonabad,,http://www.gmu.ac.ir
4352,6707,gono university,bangladesh,dhaka,,http://www.gonouniversity.edu.bd
4353,6708,gonzaga university,united states,spokane,washington,http://www.gonzaga.edu
4355,6711,goodwin college,united states,east hartford,connecticut,http://www.goodwincollege.org
4356,6712,gordon college,united states,barnesville,georgia,http://www.gordon.edu
4357,6713,gordon college,united states,wenham,massachusetts,http://www.gordon.edu
4360,6717,gorgan university medical sciences,iran,gorgan,,
4361,6719,gori state teaching university,georgia,gori,shida kartli,http://www.gu.edu.ge/en
4362,6720,syuniq institute goris,armenia,goris,,
4365,6724,katowice school economics,poland,katowice,slaskie,http://www.gwsh.pl
4369,6730,goshen college,united states,goshen,indiana,http://www.goshen.edu
4371,6732,state classical academy named after maimonedes,russian federation,moskva,,http://www.gka.ru/
4372,6733,state marine academy named after admiral makarov,russian federation,sankt peterburg,,http://www.gma.sp.ru
4373,6735,institute russian language named after a s pushkin,russian federation,moskva,,http://www.pushkin.edu.ru
4374,6736,semey state medical university,kazakhstan,semey,,http://www.sgma.kz/
4376,6738,state music pedagogical institute,russian federation,moskva,,http://www.ippolitovka.hotbox.ru
4378,6740,state university higher school economics,russian federation,moskva,,http://www.hse.ru
4380,6742,state university management,russian federation,moskva,,http://www.guu.ru
4382,6744,state university russian federation finance ministry,russian federation,moskva,,http://www.gumf.ru/
4384,6746,gottfried wilhelm leibniz university hanover,germany,hannover,,http://www.uni-hannover.de
4386,6748,gov alfonso d tan college,philippines,tangub city,misamis occidental,http://tangubcity.gov.ph/gadtc
4388,6750,government college university faisalabad,pakistan,faisalabad,punjab,http://www.gcuf.edu.pk
4391,6753,governor generoso college arts science technology,philippines,gov. generoso,davao oriental,
4392,6754,governors state university,united states,university park,illinois,http://www.govst.edu
4393,6755,govind ballabh pant university agriculture technology,india,pantnagar,uttarakhand,http://www.gbpuat.ac.in
4394,6756,grace christian college,philippines,quezon city,"second district, metro manila",http://www.gcc.edu.ph
4396,6758,grace mission college,philippines,socorro,oriental mindoro,
4397,6759,grace university,united states,omaha,nebraska,http://www.graceu.edu
4398,6760,graceland university,united states,lamoni,iowa,http://www.graceland.edu
4399,6762,grafton college management sciences,ireland,dublin,,http://www.graftoncollege.ie
4400,6763,grambling state university,united states,grambling,louisiana,http://www.gram.edu
4402,6766,grand view university,united states,des moines,iowa,http://www.gvc.edu
4403,6767,granite state college,united states,concord,new hampshire,http://www.granite.edu/
4404,6768,grant macewan university,canada,edmonton,alberta,http://www.macewan.ca
4405,6770,graphic era university,india,dehradun,uttarakhand,http://www.geu.ac.in/
4406,6771,gratz college,united states,melrose park,pennsylvania,http://www.gratz.edu
4407,6772,great basin college,united states,elko,nevada,http://www.gbcnv.edu
4408,6773,great lakes christian college,united states,lansing,michigan,http://www.glcc.edu
4410,6775,great plebian college,philippines,city alaminos,pangasi,
4411,6776,great zimbabwe university,zimbabwe,masvingo,,http://www.gzu.ac.zw/
4413,6778,green university bangladesh,bangladesh,dhaka,,http://green.edu.bd
4414,6779,green valley college foundation,philippines,koronadal city,south cotabato,http://www.greenvalleyph.com
4415,6780,greensboro college,united states,greensboro,north carolina,http://www.gborocollege.edu
4417,6782,greenville college,philippines,pasig city,"second district, metro manila",
4418,6783,greenville college,united states,greenville,illinois,http://www.greenville.edu
4421,6787,griffith college dublin griffith college cork,ireland,cork,,http://www.gcc.ie/index.jsp
4422,6788,griffith college dublin,ireland,dublin,,http://www.gcd.ie
4424,6790,griffith university,australia,southport,queensland,http://www.griffith.edu.au
4425,6792,grigol robakidze university,georgia,tbilisi,,http://www.gruni.edu.ge
4427,6795,grodno state medical university,belarus,grodno,,http://www.grsmu.by/
4428,6796,yanka kupala state university grodno,belarus,grodno,,http://www.grsu.by
4430,6798,group t international university college leuven,belgium,leuven,vlaams-brabant,http://www.group-t.be
4432,6800,centre advanced industrial studies,france,paris,cedex,http://www.cesi.fr/
4434,6802,esa group graduate school food agronomy agribusiness angers,france,angers,cedex 01,http://www.groupe-esa.com
4437,6806,clermont graduate school management,france,clermont ferrand,,http://www.esc-clermont.fr
4440,6809,toulouse business school,france,toulouse,cedex 7,http://www.esc-toulouse.fr
4441,6810,champagne school management,france,troyes,cedex,http://www.groupe-esc-troyes.com
4446,6815,icam school engineering icam nantes school engineering,france,carquefou,,http://www.groupe-icam.fr
4447,6816,icam school engineering icam toulouse school engineering,france,toulouse,cedex 3,http://www.groupe-icam.fr
4448,6817,igs group,france,paris,,http://www.groupe-igs.asso.fr
4450,6820,la rochelle business school,france,la rochelle,cedex 1,http://www.esc-larochelle.fr
4451,6821,montpellier business school,france,montpellier,cedex 4,http://www.montpellier-bs.com
4454,6826,higher school grudziadz,poland,grudziadz,kujawsko-pomorskie,http://www.gsw.edu.pl
4458,6831,guangdong ocean university,china,zhanjiang,guangdong province,http://www.gdou.edu.cn/english/index_en.htm
4459,6832,guangdong pharmaceutical university,china,guangzhou,guangdong province,http://www.at0086.com/GZPU/College.aspx?c=626
4460,6833,guangdong polytechnic normal university,china,guangzhou,guangdong province,http://www.gdin.edu.cn
4461,6834,guangdong university business studies,china,guangzhou,guangdong province,http://www.gdcc.edu.cn
4462,6835,guangdong university foreign studies,china,guangzhou,guangdong province,http://www.gdufs.edu.cn
4463,6836,guangdong university science technology,china,dongguan,guangdong,http://www.gdst.cc/
4466,6839,guangxi medical university,china,nanning,guangxi zhuang province,http://www.gxmu.edu.cn
4467,6840,guangxi normal university,china,guilin,guangxi zhuang province,http://www.gxnu.edu.cn
4468,6841,guangxi teachers education university,china,nanning,guangxi zhuang province,http://www.gxtc.edu.cn
4469,6842,guangxi university,china,nanning,guangxi zhuang province,http://www.gxu.edu.cn
4470,6843,guangxi university nationalities,china,nanning,guangxi zhuang province,http://www.gxun.edu.cn
4471,6844,guangxi university finance economics,china,nanning,guangxi,http://www.gxufe.cn/www/myweb/home.cdi
4473,6846,guangxi university traditional chinese medicine,china,nanning,guangxi zhuang province,http://www.gxtcmu.edu.cn/
4474,6847,guangzhou academy fine arts,china,guangzhou,guangdong province,http://www.gzarts.edu.cn/english/index.htm
4475,6848,guangzhou medical university,china,guangzhou,guangdong province,http://www.gzhmc.edu.cn
4476,6849,guangzhou sport university,china,guangzhou,guangdong province,http://www.gipe.edu.cn
4479,6853,guilan university medical sciences,iran,rasht,,http://www.gums.ac.ir
4481,6857,guilford college,united states,greensboro,north carolina,http://www.guilford.edu
4482,6858,guilin medical university,china,guilin,guangxi zhuang province,http://www.glmc.edu.cn
4486,6862,guiyang college traditional chinese medicine,china,guiyang,guizhou province,
4487,6863,guiyang medical university,china,guiyang,guizhou province,http://www.gmc.edu.cn
4489,6865,guizhou minzu university,china,guiyang,guizhou province,http://www.gzmu.edu.cn/
4490,6866,guizhou normal college,china,guiyang,guizhou,http://www.gznc.edu.cn/
4492,6868,guizhou university,china,guiyang,guizhou province,http://www.gzu.edu.cn
4493,6869,guizhou university finance economics,china,guiyang,guizhou province,http://www.gufe.edu.cn/web/english
4494,6870,gujarat ayurved university,india,jamnagar,gujarat,http://www.ayurveduniversity.com
4495,6871,gujarat forensic sciences university,india,gandhinagar,gujarat,http://www.gfsu.edu.in/
4496,6872,gujarat national law university,india,gandhinagar,gujarat,http://www.gnlu.ac.in/
4497,6873,gujarat technological university,india,ahmedabad,gujarat,http://www.gtu.ac.in
4498,6874,gujarat university,india,ahmedabad,gujarat,http://www.gujaratuniversity.org.in
4499,6875,gujarat vidyapith,india,ahmedabad,gujarat,http://www.gujaratvidyapith.org
4500,6876,gulbarga university,india,gulbarga,karnataka,http://www.gulbargauniversity.kar.nic.in
4506,6884,gulu university,uganda,gulu,northern uganda,http://www.gu.ac.ug/
4508,6887,humanitarian institute,russian federation,moskva,,http://www.huminst.ru/
4509,6888,humanitarian institute television broadcasting named after m a litovcin,russian federation,moskva,,http://www.gift.ru
4511,6890,gumushane university,turkey,gumushane,,http://www.gumushane.edu.tr/
4512,6891,gundersen lutheran medical centre,united states,la crosse,wisconsin,http://www.gundluth.org
4514,6894,gunma prefectural women university,japan,sawa gun,gunma,http://www.gpwu.ac.jp
4515,6895,gunma prefectural college health sciences,japan,gunma,gunma,http://www.gchs.ac.jp
4516,6896,gunma university health welfare,japan,maebashi shi,gunma,http://www.shoken-gakuen.ac.jp
4517,6897,graduate school management globis university,japan,chiyoda ku,tokyo,http://mba.globis.ac.jp/
4518,6898,guru angad dev veterinary animal sciences university,india,ludhiana,punjab,http://www.gadvasu.in/
4522,6902,guru nanak dev university,india,amritsar,punjab,http://www.gndu.ac.in
4525,6905,gustavus adolphus college,united states,saint paul,minnesota,http://www.gustavus.edu
4528,6909,gwangju institute science technology,south korea,gwangju si,gyeonggi-do,http://www.gist.ac.kr
4529,6910,gwangju national university education,south korea,gwangju si,gyeonggi-do,http://www.gnue.ac.kr
4531,6912,gwynedd mercy college,united states,gwynedd valley,pennsylvania,http://www.gmc.edu
4532,6913,gyeongin national university education,south korea,incheon si,,http://www.ginue.ac.kr/
4534,6915,gyeongnam national university science technology,south korea,jinju si,gyeongnam-do,http://www.gntech.ac.kr
4535,6916,gyeongsang national university,south korea,gyeongnam,gyeongnam-do,http://www.gsnu.ac.kr/english
4536,6917,swedish school sport health sciences,sweden,stockholm,,http://www.gih.se/
4537,6919,imastaser anania shirakatsi university gyumri,armenia,gyumri,shirak region,
4538,6920,gyumri state pedagogical institute named after m nalbandian,armenia,gyumri,shirak region,http://www.gspi.am
4539,6921,gyumri progress university,armenia,gyumri,shirak region,http://progress-hamalsaran.am
4540,6922,haaga helia university applied sciences,finland,helsinki,,http://www.haaga-helia.fi
4542,6925,hacettepe university,turkey,ankara,,http://www.hacettepe.edu.tr
4543,6926,hachinohe gakuin university,japan,hachinohe shi,aomori,http://www.hachinohe-u.ac.jp
4545,6929,hadhramout university science technology,yemen,mukalla,,http://www.hust.edu.ye
4546,6930,hadji buto school arts trades,philippines,jolo,sulu,
4547,6933,university sea transport,north korea,rajin city,north hamgyong province,
4549,6935,hagoromo university international studies,japan,sakai shi,osaka,http://www.hagoromo.ac.jp
4550,6936,armenian medical institute,armenia,yerevan,,http://www.armedin.com/
4551,6937,haikou college economics,china,haikou,hai,http://www.hkc.edu.cn/
4553,6939,hainan normal university,china,haikou,hai province,http://www.hainnu.edu.cn
4554,6940,hainan university,china,haikou,hai province,http://www.hainu.edu.cn
4555,6941,hajee mohammad danesh university science technology,bangladesh,dinajpur,,http://www.hstu.ac.bd
4556,6942,hajvery university,pakistan,lahore,punjab,http://hup.edu.pk
4557,6943,hakkari university,turkey,hakkari,,http://www.hakkari.edu.tr
4559,6945,hakuoh university,japan,oyama shi,tochigi,http://hakuoh.jp/english/index.html
4562,6948,halla university,south korea,wonju si,gangwon-do,http://www.halla.ac.kr
4563,6950,hallym university,south korea,chuncheon si,gangwon-do,http://www.hallym.ac.kr
4564,6951,hamadan university medical sciences health services,iran,hamadan,hamadan,http://www.umsha.ac.ir
4566,6953,hamamatsu gakuin university,japan,hamamatsu shi,shizuoka,http://www.hgu.ac.jp
4567,6954,hamamatsu university school medicine,japan,hamamatsu shi,shizuoka,http://www.hama-med.ac.jp
4568,6955,hambuk university,north korea,chongjin city,north hamgyong province,
4569,6956,hamburg school business administration,germany,hamburg,,http://www.hsba.de
4571,6958,hamdan bin mohammed e university,united arab emirates,dubai,,http://www.hbmeu.ae
4572,6959,hamdard university,pakistan,karachi,sindh,http://www.hamdard.edu.pk
4573,6960,hame university applied sciences,finland,hameenlinna,,http://www.hamk.fi
4574,6961,hamelmalo agricultural college,eritrea,hamelmalo,anseba,
4576,6966,hamilton college,united states,clinton,new york,http://www.hamilton.edu
4577,6967,hamilton technical college,united states,davenport,iowa,http://www.hamiltontechcollege.com
4578,6968,hamline university,united states,saint paul,minnesota,http://www.hamline.edu
4579,6969,hampden sydney college,united states,hampden sydney,virginia,http://www.hsc.edu
4582,6972,hanazono university,japan,kyoto shi,kyoto,http://www.hanazono.ac.jp
4583,6973,hanbat national university,south korea,daejeon,chungnam-do,http://www.hanbat.ac.kr
4584,6974,hanbuk university,south korea,dongducheon si,gyeonggi-do,http://www.hanbuk.ac.kr
4585,6975,handan college,china,handan,hebei,http://www.hdc.edu.cn/
4586,6976,leipzig graduate school management,germany,leipzig,,http://www.hhl.de
4587,6977,stockholm school economics,sweden,stockholm,,http://www.hhs.se
4588,6978,copenhagen business school,denmark,frederiksberg,,http://www.cbs.dk
4589,6979,bi norwegian business school,norway,oslo,,http://www.bi.no
4593,6986,hanken school economics,finland,helsinki,,http://www.hanken.fi
4594,6987,hankou university,china,wuhan,jiangxia,http://www.hkxy.edu.cn/
4595,6988,hankuk university foreign studies,south korea,seoul,,http://www.hufs.ac.kr
4596,6989,hankyong national university,south korea,anseong si,gyeonggi-do,http://www.hankyong.ac.kr
4598,6991,hannam university,south korea,daejeon,chungnam-do,http://www.hannam.ac.kr
